Judul,Nama Penulis,Pembimbing I,Pembimbing II,Abstrak,Prodi,Label,abstrak_tokens
SISTEM REKOMENDASI KULINER MENGGUNAKAN METODE TECHNIQUE FOR ORDER PREFERENCE BY SIMILARITY TO IDEAL SOLUTION DI PULAU MADURA,Mahdalena Intan Pratiwi,"Achmad Jauhari, S.T., M.Kom.","Imamah, S.Kom, M.Kom.",pulau madura letak ujung timur pulau jawa milik kabupaten mana kabupaten milik kuliner khas tarik perhati wisatawan cicip kuliner pulau madura batas kunjung kuliner wisatawan butuh rekomendasi kuliner sesuai kriteria tuju teliti sistem rekomendasi kuliner pulau madura cepat teliti metode topsis metode pilih sederhana mudah paham kriteria nilai harga variasi menu operasional jarak saji bobot nilai cukup angka mana angka nilai besar hasil teliti nilai uji akurasi metode topsis precision recall uji layak sistem rekomendasi kuliner kunci kuliner topsis sistem rekomendasi, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['pulau', 'madura', 'letak', 'ujung', 'timur', 'pulau', 'jawa', 'milik', 'kabupaten', 'mana', 'kabupaten', 'milik', 'kuliner', 'khas', 'tarik', 'perhati', 'wisatawan', 'cicip', 'kuliner', 'pulau', 'madura', 'batas', 'kunjung', 'kuliner', 'wisatawan', 'butuh', 'rekomendasi', 'kuliner', 'sesuai', 'kriteria', 'tuju', 'teliti', 'sistem', 'rekomendasi', 'kuliner', 'pulau', 'madura', 'cepat', 'teliti', 'metode', 'topsis', 'metode', 'pilih', 'sederhana', 'mudah', 'paham', 'kriteria', 'nilai', 'harga', 'variasi', 'menu', 'operasional', 'jarak', 'saji', 'bobot', 'nilai', 'cukup', 'angka', 'mana', 'angka', 'nilai', 'besar', 'hasil', 'teliti', 'nilai', 'uji', 'akurasi', 'metode', 'topsis', 'precision', 'recall', 'uji', 'layak', 'sistem', 'rekomendasi', 'kuliner', 'kunci', 'kuliner', 'topsis', 'sistem', 'rekomendasi']"
KLASIFIKASI BERITA OLAHRAGA BERBAHASA INDONESIA MENGGUNAKAN METODE SUPPORT VECTOR MACHINE,Elmo Bahtiar Rahman,"Sigit Susanto Putro, S.Kom., M.Kom.","Yoga Dwitya Pramudita, S.Kom., M.Cs.",berita informasi dasar fakta lapor jadi berita publikasi media cetak siar internet mulut mulut butuh informasi indonesia bentuk digital teks dokumen klasifikasi berita manual rentan salah banyak berita klasifikasi dasar kategori singkat editor alami sulit timbul salah kategori editor baca berita berita klasifikasi klasifikasi berita otomatis meminimalisir salah kategori efisien implementasi sistem klasifikasi berita olahraga bahasa indonesia selesai metode support vector machine tingkat akurasi dasar nilai evaluasi f score support vector machine hasil nilai evaluasi nilai precision hasil nilai evaluasi nilai recall hasil nilai teliti model support vector machine hasil tepat klasifikasi berita olahraga bahasa indonesia kunci klasifikasi berita olahraga bahasa indonesia support vector machine, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['berita', 'informasi', 'dasar', 'fakta', 'lapor', 'jadi', 'berita', 'publikasi', 'media', 'cetak', 'siar', 'internet', 'mulut', 'mulut', 'butuh', 'informasi', 'indonesia', 'bentuk', 'digital', 'teks', 'dokumen', 'klasifikasi', 'berita', 'manual', 'rentan', 'salah', 'banyak', 'berita', 'klasifikasi', 'dasar', 'kategori', 'singkat', 'editor', 'alami', 'sulit', 'timbul', 'salah', 'kategori', 'editor', 'baca', 'berita', 'berita', 'klasifikasi', 'klasifikasi', 'berita', 'otomatis', 'meminimalisir', 'salah', 'kategori', 'efisien', 'implementasi', 'sistem', 'klasifikasi', 'berita', 'olahraga', 'bahasa', 'indonesia', 'selesai', 'metode', 'support', 'vector', 'machine', 'tingkat', 'akurasi', 'dasar', 'nilai', 'evaluasi', 'f', 'score', 'support', 'vector', 'machine', 'hasil', 'nilai', 'evaluasi', 'nilai', 'precision', 'hasil', 'nilai', 'evaluasi', 'nilai', 'recall', 'hasil', 'nilai', 'teliti', 'model', 'support', 'vector', 'machine', 'hasil', 'tepat', 'klasifikasi', 'berita', 'olahraga', 'bahasa', 'indonesia', 'kunci', 'klasifikasi', 'berita', 'olahraga', 'bahasa', 'indonesia', 'support', 'vector', 'machine']"
KLASTERISASI BERITA OLAHRAGA BERBAHASA INDONESIA DENGAN METODE K-MEANS YANG DIMODIFIKASI,Wahit Abdulloh,"Sigit Susanto Putro, S.Kom, M.Kom","Yoga Dwitya Pramudita, S.Kom, M.Cs",cabang olahraga sepak bola tenis meja bulu tangkis harus berita olahraga kelompok sesuai cabang kelompok berita olahraga milik sama kelompok metode metode megan masa salah satu k means clustering k means clustering metode kelompok dataset efisien metode milik masalah saat tentu pusat cluster hasil cluster k means gantung tentu metode cosine similairty bantu k means clustering pusat cluster teliti kelompok berita olahraga bahasa indonesia metode k means clustering modifikasi cosine similarity hasil dapat coba pusat cluster baik hasil metode k means ubah gantung tentu pusat cluster modifikasi tentu pusat cluster baik cenderung konstan pusat cluster nilai akurasi, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['cabang', 'olahraga', 'sepak', 'bola', 'tenis', 'meja', 'bulu', 'tangkis', 'harus', 'berita', 'olahraga', 'kelompok', 'sesuai', 'cabang', 'kelompok', 'berita', 'olahraga', 'milik', 'sama', 'kelompok', 'metode', 'metode', 'megan', 'masa', 'salah', 'satu', 'k', 'means', 'clustering', 'k', 'means', 'clustering', 'metode', 'kelompok', 'dataset', 'efisien', 'metode', 'milik', 'masalah', 'saat', 'tentu', 'pusat', 'cluster', 'hasil', 'cluster', 'k', 'means', 'gantung', 'tentu', 'metode', 'cosine', 'similairty', 'bantu', 'k', 'means', 'clustering', 'pusat', 'cluster', 'teliti', 'kelompok', 'berita', 'olahraga', 'bahasa', 'indonesia', 'metode', 'k', 'means', 'clustering', 'modifikasi', 'cosine', 'similarity', 'hasil', 'dapat', 'coba', 'pusat', 'cluster', 'baik', 'hasil', 'metode', 'k', 'means', 'ubah', 'gantung', 'tentu', 'pusat', 'cluster', 'modifikasi', 'tentu', 'pusat', 'cluster', 'baik', 'cenderung', 'konstan', 'pusat', 'cluster', 'nilai', 'akurasi']"
PENERAPAN ALGORITMA APRIORI DALAM PENCARIAN BUKU PADA PERPUSTAKAAN SMA NEGERI 1 PORONG,Sherly Fatmawati,"Sigit Susanto Putro,S.Kom., M.Kom.","Yoga Dwitya Pramudita,S.Kom., M.Cs.",pustaka sma negeri porong milik koleksi buku tunjang giat ajar ajar giat pinjam buku siswa teman teman pinjam buku mata ajar referensi buku pinjam mudah cari buku pustaka teliti aplikasi kembang sistem dukung putus informasi unjung pustaka rekomendasi buku pinjam teliti algoritma apriori rules rekomendasi hasil eksperimen algoritma apriori uji skenario simpul nilai minimum support nilai minimum confident hasil rules rules singkat hasil oleh hasil uji tentu nilai suppot nilai confident dapat respon support detik respon detik support respon detik support respon detik support, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['pustaka', 'sma', 'negeri', 'porong', 'milik', 'koleksi', 'buku', 'tunjang', 'giat', 'ajar', 'ajar', 'giat', 'pinjam', 'buku', 'siswa', 'teman', 'teman', 'pinjam', 'buku', 'mata', 'ajar', 'referensi', 'buku', 'pinjam', 'mudah', 'cari', 'buku', 'pustaka', 'teliti', 'aplikasi', 'kembang', 'sistem', 'dukung', 'putus', 'informasi', 'unjung', 'pustaka', 'rekomendasi', 'buku', 'pinjam', 'teliti', 'algoritma', 'apriori', 'rules', 'rekomendasi', 'hasil', 'eksperimen', 'algoritma', 'apriori', 'uji', 'skenario', 'simpul', 'nilai', 'minimum', 'support', 'nilai', 'minimum', 'confident', 'hasil', 'rules', 'rules', 'singkat', 'hasil', 'oleh', 'hasil', 'uji', 'tentu', 'nilai', 'suppot', 'nilai', 'confident', 'dapat', 'respon', 'support', 'detik', 'respon', 'detik', 'support', 'respon', 'detik', 'support', 'respon', 'detik', 'support']"
PENGENALAN PENYAKIT PADA DAUN JAGUNG DENGAN METODE K-NEAREST NEIGHBOUR BERBASIS FITUR GREY LEVEL RUN-LENGTH MATRIX DAN FUZZY COLOR HISTOGRAM,Nurul Huda,"Fitri Damayanti, S.Kom., M.Kom.","Mohammad Syarief, S.T., M.Cs.",jagung salah tanam jagung komoditas pangan besar padi butuh komoditas jagung indonesia cukup impor negara salah faktor hama sakit serang tanam jagung sebab rendah hasil panen jagung teknik pemrosesan citra digital terap deteksi sakit tanam jagung metode fuzzy color histogram fch ekstraksi warna unggul metode sensitif noisy beda cahaya ekstraksi fitur tekstur metode metode gray level run length matrix glrlm data uji citra daun jagung hasil akurasi tinggi metode fch metode glrlm gabung hasil akurasi, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['jagung', 'salah', 'tanam', 'jagung', 'komoditas', 'pangan', 'besar', 'padi', 'butuh', 'komoditas', 'jagung', 'indonesia', 'cukup', 'impor', 'negara', 'salah', 'faktor', 'hama', 'sakit', 'serang', 'tanam', 'jagung', 'sebab', 'rendah', 'hasil', 'panen', 'jagung', 'teknik', 'pemrosesan', 'citra', 'digital', 'terap', 'deteksi', 'sakit', 'tanam', 'jagung', 'metode', 'fuzzy', 'color', 'histogram', 'fch', 'ekstraksi', 'warna', 'unggul', 'metode', 'sensitif', 'noisy', 'beda', 'cahaya', 'ekstraksi', 'fitur', 'tekstur', 'metode', 'metode', 'gray', 'level', 'run', 'length', 'matrix', 'glrlm', 'data', 'uji', 'citra', 'daun', 'jagung', 'hasil', 'akurasi', 'tinggi', 'metode', 'fch', 'metode', 'glrlm', 'gabung', 'hasil', 'akurasi']"
SISTEM REKOMENDASI KENAIKAN JENJANG JABATAN PADA JABATAN FUNGSIONAL PENGAWAS INSPEKTORAT KABUPATEN BANGKALAN MENGGUNAKAN METODE AHP ,Amalia Insani R,"Achmad Jauhari, S.T., M.Kom","Devie Rosa Anamisa, S.Kom., M.Kom",pegawai aset organisasi harga motivasi pegawai buat sistem rekomendasi naik jabat jabat fungsional awas dinas inspektorat kabupaten bangkal sistem metode hitung ahp analytical hierarchy process ahp hasil rangking banding kriteria alternatif calon naik jabat ahp metode banding pasang kriteria pilih banding pasang pilih masalah ambil putus ahp komposisi kriteria alternative pilih hasil implementasi metode ahp rekomendasi naik jenjang jabat kali uji rekomendasi hasil akurasi implementasi metode ahp rekomendasi naik jabat hasil rekomendasi, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['pegawai', 'aset', 'organisasi', 'harga', 'motivasi', 'pegawai', 'buat', 'sistem', 'rekomendasi', 'naik', 'jabat', 'jabat', 'fungsional', 'awas', 'dinas', 'inspektorat', 'kabupaten', 'bangkal', 'sistem', 'metode', 'hitung', 'ahp', 'analytical', 'hierarchy', 'process', 'ahp', 'hasil', 'rangking', 'banding', 'kriteria', 'alternatif', 'calon', 'naik', 'jabat', 'ahp', 'metode', 'banding', 'pasang', 'kriteria', 'pilih', 'banding', 'pasang', 'pilih', 'masalah', 'ambil', 'putus', 'ahp', 'komposisi', 'kriteria', 'alternative', 'pilih', 'hasil', 'implementasi', 'metode', 'ahp', 'rekomendasi', 'naik', 'jenjang', 'jabat', 'kali', 'uji', 'rekomendasi', 'hasil', 'akurasi', 'implementasi', 'metode', 'ahp', 'rekomendasi', 'naik', 'jabat', 'hasil', 'rekomendasi']"
DIAGNOSA PENYAKIT BUAH BELIMBING MENGGUNAKANMETODE DECISION TREE C4.5 (Studi Kasus: Kebun Belimbing Desa Ngringinrejo KecamatanKalitidu Kabupaten Bojonegoro, Jawa Timur),Ainur Rofiq,"Mulaâab, S.Si., M.Kom.",eka mala sari rochman s kom m kom,"Belimbing manis (Averhoa Carambola L.) merupakan salah satupotensi hortikultura yang bersifat komersial dan berpeluang sebagai sumber pendapatan bagi masyarakat. Banyak masyarakat yang ingin membudidayakan buah belimbing, akan tetapi buah belimbing sangat rentan terhadap organisme pengganggu tanaman hal ini dapat membuat petani harus berpikir ulang. Masalah utama yang terdapat pada buah belimbing yaitu serangan hama lalat buah dan ulat buah yang memiliki gejala hampir sama, jika tidak dilakukan penanganan secara benar akan mengakibatkan dampak yang tidak diinginkan seperti kegagalan panen sehingga dapat mengakibatkan produksi buah belimbing berkurang. Dalam penelitian ini menggunakan metode Decision Tree C4.5. Metode Decision Tree C4.5 merupakan metode yang digunakan untuk klasifikasi berdasarkan cabang pohon atau pertanyaan klasifikasi dan daun atau disebut dengan kelas. Akurasi yang diperoleh sistem diagnosa penyakit buah belimbing dengan dilakukan pengujian K-Fold Cross Validation untuk membagi data menjadi 5 bagian yang terdiri dari 160 data training dan 40 data testing diperoleh nilai rata-rata akurasi menggunakan metode Confusion Matrix sebesar 99.5%. Hasil perhitungan rata-rata F-Measure diperoleh nilai akurasi Precision dan Recall lalat buah sebesar 99.62% dan ulat buah sebesar 99.62%. Tingkat kelayakan pemodelan pada sistem diagnosa penyakit buah belimbing diperoleh nilai rata-rata akurasi sebesar 94.57% yang melibatkan 6 responden dengan pertanyaan kuesioner sebanyak 10.",Kecerdasan Komputasional,"['eka', 'mala', 'sari', 'rochman', 's', 'kom', 'm', 'kom']"
Implementasi Metode Weighted Product Untuk Sistem Tata Kelola Zakat Maal,Ahmad Bakhtiar,"Mula'ab, S.Si., M.Kom","Eza Rahmanita, S.T.,M.T",badan amil zakat nasional baznas bojonegoro merupakansalah lembaga tanggung terima danmenyalurkan zakat kabupaten bojonegoro tentu penerimazakat manual sesuai kriteria itumembuat pilih calon terima zakat efektif sistem komputerisasi sistempendukung putus tentu terima zakat berdasarkankriteria kriteria teliti adaempat kondisi rumah kondisi ekonomi kondisi fisik dantanggungan sistem bangun teliti menggukanmetode weighted product metode weighted product pilih karenamampu seleksi alternatif baik alternatif dankeunggulannya teknik bobot teliti denganmencari nilai bobot kriteria dilakukanperangkingan hasil alternatif baik sistemtersebut harap mudah badan amil zakat nasionalkabupaten bojonegoro tentu prioritas layak penerimazakat hasil uji sistem hasil tingkat akurasi tertinggisebesar banding hasil olah manual olehbadan amil zakat nasional baznas kabupaten bojonegoro kunci terima zakat sistem dukung putus weightedproduct, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['badan', 'amil', 'zakat', 'nasional', 'baznas', 'bojonegoro', 'merupakansalah', 'lembaga', 'tanggung', 'terima', 'danmenyalurkan', 'zakat', 'kabupaten', 'bojonegoro', 'tentu', 'penerimazakat', 'manual', 'sesuai', 'kriteria', 'itumembuat', 'pilih', 'calon', 'terima', 'zakat', 'efektif', 'sistem', 'komputerisasi', 'sistempendukung', 'putus', 'tentu', 'terima', 'zakat', 'berdasarkankriteria', 'kriteria', 'teliti', 'adaempat', 'kondisi', 'rumah', 'kondisi', 'ekonomi', 'kondisi', 'fisik', 'dantanggungan', 'sistem', 'bangun', 'teliti', 'menggukanmetode', 'weighted', 'product', 'metode', 'weighted', 'product', 'pilih', 'karenamampu', 'seleksi', 'alternatif', 'baik', 'alternatif', 'dankeunggulannya', 'teknik', 'bobot', 'teliti', 'denganmencari', 'nilai', 'bobot', 'kriteria', 'dilakukanperangkingan', 'hasil', 'alternatif', 'baik', 'sistemtersebut', 'harap', 'mudah', 'badan', 'amil', 'zakat', 'nasionalkabupaten', 'bojonegoro', 'tentu', 'prioritas', 'layak', 'penerimazakat', 'hasil', 'uji', 'sistem', 'hasil', 'tingkat', 'akurasi', 'tertinggisebesar', 'banding', 'hasil', 'olah', 'manual', 'olehbadan', 'amil', 'zakat', 'nasional', 'baznas', 'kabupaten', 'bojonegoro', 'kunci', 'terima', 'zakat', 'sistem', 'dukung', 'putus', 'weightedproduct']"
Pengaruh Seleksi Fitur Terhadap Performansi Model Klasifikasi NaÃ¯ve Bayes pada Diagnosa Arrhythmia,Hanin Rana Delilah,"Mulaâab,S.Si.,M.Kom.","Rosida Vivin Nahari, S.Kom., M.T.",arrhytmia salah kelai jantung tanda ritme jantung normal cepat lambat mendiagnosa arrhytmia prosedur electroardiograf hasil perosedur electrocardiograf electrodiogram kenal ecg ecg jadi rujuk mendiagnosa arrhytmia data ecg milik ukur data butuh proses analisa klasifikasi salah dekat paham data ecg salah algoritma klasifikasi megan data na ve bayes banyak fitur milik data ecg hambat sendiri proses klasifikasi seleksi fitur kurang fitur relevan dataset teliti milik tuju pengaruh seleksi fitur performansi model klasifikasi naive bayes diagnose arrhytmia hasil teliti nilai akurasi presisi recall f measure alami tingkat terap seleksi fitur bukti nilai akurasi tingkat presisi tingkat nilai recall alami naik nilai f measure alami naik komputasi butuh detik cepat performa tinggi dapat klasifikasi fitur hasil akurasi presisi recall f measure komputasi detik kunci arrhytmia electrocardiogram ecg klasifikasi na ve bayes seleksi fitur, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['arrhytmia', 'salah', 'kelai', 'jantung', 'tanda', 'ritme', 'jantung', 'normal', 'cepat', 'lambat', 'mendiagnosa', 'arrhytmia', 'prosedur', 'electroardiograf', 'hasil', 'perosedur', 'electrocardiograf', 'electrodiogram', 'kenal', 'ecg', 'ecg', 'jadi', 'rujuk', 'mendiagnosa', 'arrhytmia', 'data', 'ecg', 'milik', 'ukur', 'data', 'butuh', 'proses', 'analisa', 'klasifikasi', 'salah', 'dekat', 'paham', 'data', 'ecg', 'salah', 'algoritma', 'klasifikasi', 'megan', 'data', 'na', 've', 'bayes', 'banyak', 'fitur', 'milik', 'data', 'ecg', 'hambat', 'sendiri', 'proses', 'klasifikasi', 'seleksi', 'fitur', 'kurang', 'fitur', 'relevan', 'dataset', 'teliti', 'milik', 'tuju', 'pengaruh', 'seleksi', 'fitur', 'performansi', 'model', 'klasifikasi', 'naive', 'bayes', 'diagnose', 'arrhytmia', 'hasil', 'teliti', 'nilai', 'akurasi', 'presisi', 'recall', 'f', 'measure', 'alami', 'tingkat', 'terap', 'seleksi', 'fitur', 'bukti', 'nilai', 'akurasi', 'tingkat', 'presisi', 'tingkat', 'nilai', 'recall', 'alami', 'naik', 'nilai', 'f', 'measure', 'alami', 'naik', 'komputasi', 'butuh', 'detik', 'cepat', 'performa', 'tinggi', 'dapat', 'klasifikasi', 'fitur', 'hasil', 'akurasi', 'presisi', 'recall', 'f', 'measure', 'komputasi', 'detik', 'kunci', 'arrhytmia', 'electrocardiogram', 'ecg', 'klasifikasi', 'na', 've', 'bayes', 'seleksi', 'fitur']"
Aplikasi Tata Kelola Administrasi Desa Berbasis Hierarchical Model View Controller (HMVC) Bagian Surat Menyurat Desa,Nuri Islamy Santoso,"Wahyudi Agustiono,S.Kom.,M.Sc.,Ph.D.","Muhammad Syarief,S.T.,M.Cs.",kelola administrasi surat surat desa manual lambat kerja instansi aplikasi atas mudah kembang surat surat administrasi surat surat aplikasi konsep hierarchical model view controller terap hmvc pilih milik untung kembang perangkat lunak mudah baik tambah kurang kode teknik modular aplikasi kembang aplikasi administrasi perintah konsep hierarchical model view controller dasar permendagri no dasar hasil uji coba aplikasi kelola administrasi surat surat bas hmvc uji aplikasi simpul buat aplikasi bantu aparat desa proses pelaya surat surat efisien efektif masyaratkat hasil uji kuesioner aplikasi tingkat akurasi oleh akurat hasil kuisioner milik tingkat percaya konsistensi kunci permendagri no administrasi perintah desa hierarchical model view controller hmvc, Jurusan Teknik Informatika,RPL,"['kelola', 'administrasi', 'surat', 'surat', 'desa', 'manual', 'lambat', 'kerja', 'instansi', 'aplikasi', 'atas', 'mudah', 'kembang', 'surat', 'surat', 'administrasi', 'surat', 'surat', 'aplikasi', 'konsep', 'hierarchical', 'model', 'view', 'controller', 'terap', 'hmvc', 'pilih', 'milik', 'untung', 'kembang', 'perangkat', 'lunak', 'mudah', 'baik', 'tambah', 'kurang', 'kode', 'teknik', 'modular', 'aplikasi', 'kembang', 'aplikasi', 'administrasi', 'perintah', 'konsep', 'hierarchical', 'model', 'view', 'controller', 'dasar', 'permendagri', 'no', 'dasar', 'hasil', 'uji', 'coba', 'aplikasi', 'kelola', 'administrasi', 'surat', 'surat', 'bas', 'hmvc', 'uji', 'aplikasi', 'simpul', 'buat', 'aplikasi', 'bantu', 'aparat', 'desa', 'proses', 'pelaya', 'surat', 'surat', 'efisien', 'efektif', 'masyaratkat', 'hasil', 'uji', 'kuesioner', 'aplikasi', 'tingkat', 'akurasi', 'oleh', 'akurat', 'hasil', 'kuisioner', 'milik', 'tingkat', 'percaya', 'konsistensi', 'kunci', 'permendagri', 'no', 'administrasi', 'perintah', 'desa', 'hierarchical', 'model', 'view', 'controller', 'hmvc']"
Perbandingan Metode Single Exponential Smoothing dan Backpropagation pada Peramalan Produksi Gula,Nita Eko Suryani,"Wahyudi Agustiono, S.Kom.,M.Sc,.Ph.D.","Eka Mala Sari Rochman, S.Kom., M.Kom.",usaha imbang produksi gula sesuai minta pasar produksi gula lebih minta pasar sebab tumpuk biaya keluar lebih batas produksi gula usaha penuh minta pasar kurang sempat usaha untung sistem tinya mudah proses amal produksi gula sistem bangun banding metode metode single exponential smoothing metode backpropagation tuju teliti hasil akurasi baik metode single exponential smoothing metode backpropagation amal produksi gula metode single exponential smoothing backpropagation ramal produksi gula depan dasar data produksi hasil uji metode backpropagation hasil mse mape kecil mape banding metode single exponential smoothing mse mape metode ling amal produksi gula metode backpropagation, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['usaha', 'imbang', 'produksi', 'gula', 'sesuai', 'minta', 'pasar', 'produksi', 'gula', 'lebih', 'minta', 'pasar', 'sebab', 'tumpuk', 'biaya', 'keluar', 'lebih', 'batas', 'produksi', 'gula', 'usaha', 'penuh', 'minta', 'pasar', 'kurang', 'sempat', 'usaha', 'untung', 'sistem', 'tinya', 'mudah', 'proses', 'amal', 'produksi', 'gula', 'sistem', 'bangun', 'banding', 'metode', 'metode', 'single', 'exponential', 'smoothing', 'metode', 'backpropagation', 'tuju', 'teliti', 'hasil', 'akurasi', 'baik', 'metode', 'single', 'exponential', 'smoothing', 'metode', 'backpropagation', 'amal', 'produksi', 'gula', 'metode', 'single', 'exponential', 'smoothing', 'backpropagation', 'ramal', 'produksi', 'gula', 'depan', 'dasar', 'data', 'produksi', 'hasil', 'uji', 'metode', 'backpropagation', 'hasil', 'mse', 'mape', 'kecil', 'mape', 'banding', 'metode', 'single', 'exponential', 'smoothing', 'mse', 'mape', 'metode', 'ling', 'amal', 'produksi', 'gula', 'metode', 'backpropagation']"
PENERAPAN METODE ECONOMIC ORDER QUANTITY & SINGLE EXPONENTIAL SMOOTHING PADA SISTEM PERSEDIAAN BAHAN BAKU(Studi Kasus UD. Budi Jaya ),Diltsa Wahyu Nugraha,"Wahyudi Agustiono, S.Kom., M.Sc.Phd","Eza Rahmanita, ST., M.T.",bahan baku utama dalam usaha usaha industri bahan baku proses produksi abai ada ud budi jaya usaha cemilan bahan baku utama buah salak lokasi perkebu salak milik usaha danmenjadi sumber bahan baku mana pohon buah musim pohon panenmenyebabkan usaha beli buah salak sedia mana usaha keluar modal beli bahan baku teliti tuju kendali bahan baku terap metode economic order quantity mana metode bantu usaha manajemen bahan baku salak metode single exponential smoothing dukung hitung eqonomic order qunatity dasar hasil teliti ud budi jaya dengen metode economic order quantity hasil butuh bahan baku efisien usaha meminimalisir bahan baku salak kg kg kg kg biaya beli bahan baku diminimalisir rp rp rp rp, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['bahan', 'baku', 'utama', 'dalam', 'usaha', 'usaha', 'industri', 'bahan', 'baku', 'proses', 'produksi', 'abai', 'ada', 'ud', 'budi', 'jaya', 'usaha', 'cemilan', 'bahan', 'baku', 'utama', 'buah', 'salak', 'lokasi', 'perkebu', 'salak', 'milik', 'usaha', 'danmenjadi', 'sumber', 'bahan', 'baku', 'mana', 'pohon', 'buah', 'musim', 'pohon', 'panenmenyebabkan', 'usaha', 'beli', 'buah', 'salak', 'sedia', 'mana', 'usaha', 'keluar', 'modal', 'beli', 'bahan', 'baku', 'teliti', 'tuju', 'kendali', 'bahan', 'baku', 'terap', 'metode', 'economic', 'order', 'quantity', 'mana', 'metode', 'bantu', 'usaha', 'manajemen', 'bahan', 'baku', 'salak', 'metode', 'single', 'exponential', 'smoothing', 'dukung', 'hitung', 'eqonomic', 'order', 'qunatity', 'dasar', 'hasil', 'teliti', 'ud', 'budi', 'jaya', 'dengen', 'metode', 'economic', 'order', 'quantity', 'hasil', 'butuh', 'bahan', 'baku', 'efisien', 'usaha', 'meminimalisir', 'bahan', 'baku', 'salak', 'kg', 'kg', 'kg', 'kg', 'biaya', 'beli', 'bahan', 'baku', 'diminimalisir', 'rp', 'rp', 'rp', 'rp']"
PENERAPAN TEKNOLOGI AUGMENTED REALITY SEBAGAI APLIKASI  PEMBELAJARAN INTERAKTIF MEMBACA PADA ANAK USIA DINI DENGAN METODE FONIK,Choiril Andriana,"Ari Kusumaningsih, ST., M.T.","Sigit Susanto Putro, S.Kom., M.Kom.",lemah terampil baca sebab minat ajar anak usia rendah salah tingkat minat ajar media ajar tarik interaktif media ajar arah media ajar cetak buku majalah poster terap teknologi augmented reality pilih gabung dunia virtual dunia nyata real time tampil objek dimensi kertas tampil objek dimensi keluar suara alam anak usia ajar dasar hasil uji user experience murid hasil aplikasi augmented reality fonik milik tingkat hasil hasil uji user experience guru orang tua hasil aplikasi augmented reality fonik milik tingkat hasil, Jurusan Teknik Informatika,RPL,"['lemah', 'terampil', 'baca', 'sebab', 'minat', 'ajar', 'anak', 'usia', 'rendah', 'salah', 'tingkat', 'minat', 'ajar', 'media', 'ajar', 'tarik', 'interaktif', 'media', 'ajar', 'arah', 'media', 'ajar', 'cetak', 'buku', 'majalah', 'poster', 'terap', 'teknologi', 'augmented', 'reality', 'pilih', 'gabung', 'dunia', 'virtual', 'dunia', 'nyata', 'real', 'time', 'tampil', 'objek', 'dimensi', 'kertas', 'tampil', 'objek', 'dimensi', 'keluar', 'suara', 'alam', 'anak', 'usia', 'ajar', 'dasar', 'hasil', 'uji', 'user', 'experience', 'murid', 'hasil', 'aplikasi', 'augmented', 'reality', 'fonik', 'milik', 'tingkat', 'hasil', 'hasil', 'uji', 'user', 'experience', 'guru', 'orang', 'tua', 'hasil', 'aplikasi', 'augmented', 'reality', 'fonik', 'milik', 'tingkat', 'hasil']"
SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN PEMAIN FUTSAL MENGGUNAKAN METODE SMART(STUDI KASUS : SEKOLAH FUTSAL SANJAYA) ,adam rizky gumillang,"Sigit Susanto Putro, S.Kom., M.Kom"," Aeri Rachmad, S.T., M.T",sekolah futsal seleksi main muda latih futsal sekolah metode seleksi skill fisik konvensional optimalnyapembinaan salah muncul pilih main serta kompetisi laga kondisi fisik mampu oemain latih jitu potensi main sekolah juara laga dasar masalah atas sistem dukung putus pilih main futsal dasar hasil tes main sistem mampu dasar main mampu dasar proses metode smart hasil baik main sisten milik akurasi sama capai pilih latih sistem harap mudah latih tentu main baik optimal mampu, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['sekolah', 'futsal', 'seleksi', 'main', 'muda', 'latih', 'futsal', 'sekolah', 'metode', 'seleksi', 'skill', 'fisik', 'konvensional', 'optimalnyapembinaan', 'salah', 'muncul', 'pilih', 'main', 'serta', 'kompetisi', 'laga', 'kondisi', 'fisik', 'mampu', 'oemain', 'latih', 'jitu', 'potensi', 'main', 'sekolah', 'juara', 'laga', 'dasar', 'masalah', 'atas', 'sistem', 'dukung', 'putus', 'pilih', 'main', 'futsal', 'dasar', 'hasil', 'tes', 'main', 'sistem', 'mampu', 'dasar', 'main', 'mampu', 'dasar', 'proses', 'metode', 'smart', 'hasil', 'baik', 'main', 'sisten', 'milik', 'akurasi', 'sama', 'capai', 'pilih', 'latih', 'sistem', 'harap', 'mudah', 'latih', 'tentu', 'main', 'baik', 'optimal', 'mampu']"
